file,check,status,n_issues,detail
results/heston_cir/lev1_synthetic_regimes.csv,duplicate_full_rows,PASS,0,exact duplicate rows
results/heston_cir/lev1_synthetic_regimes.csv,allowed_missing_cells,INFO,31,blank/nan allowed for non-applicable metrics such as a12 on diagonal systems
results/heston_cir/lev1_synthetic_regimes.csv,diffusion_rel_l2:nonnegative,PASS,0,relative/absolute errors must be nonnegative
results/heston_cir/lev1_synthetic_regimes.csv,a12_rel_l2:nonnegative,PASS,0,relative/absolute errors must be nonnegative
results/heston_cir/lev1_synthetic_regimes.csv,b1_rel_l2:nonnegative,PASS,0,relative/absolute errors must be nonnegative
results/heston_cir/lev1_synthetic_regimes.csv,b2_rel_l2:nonnegative,PASS,0,relative/absolute errors must be nonnegative
results/heston_cir/lev1_synthetic_regimes.csv,rho_tensor_abs_error:nonnegative,PASS,0,relative/absolute errors must be nonnegative
results/heston_cir/lev2_eiv_phase_transition.csv,read_csv,PASS,0,rows=12 cols=22
results/heston_cir/lev2_eiv_phase_transition.csv,duplicate_full_rows,PASS,0,exact duplicate rows
results/heston_cir/lev2_eiv_phase_transition.csv,allowed_missing_cells,PASS,0,blank/nan allowed for non-applicable metrics such as a12 on diagonal systems
results/heston_cir/lev2_eiv_phase_transition.csv,diffusion_rel_l2:nonnegative,PASS,0,relative/absolute errors must be nonnegative
results/heston_cir/lev2_eiv_phase_transition.csv,a11_rel_l2:nonnegative,PASS,0,relative/absolute errors must be nonnegative
results/heston_cir/lev2_eiv_phase_transition.csv,a22_rel_l2:nonnegative,PASS,0,relative/absolute errors must be nonnegative
results/heston_cir/lev2_eiv_phase_transition.csv,a12_rel_l2:nonnegative,PASS,0,relative/absolute errors must be nonnegative
results/heston_cir/lev2_eiv_phase_transition.csv,rho_tensor_abs_error:nonnegative,PASS,0,relative/absolute errors must be nonnegative
results/heston_cir/lev3_ewma_proxy.csv,read_csv,PASS,0,rows=2 cols=18
results/heston_cir/lev3_ewma_proxy.csv,duplicate_full_rows,PASS,0,exact duplicate rows
results/heston_cir/lev3_ewma_proxy.csv,allowed_missing_cells,PASS,0,blank/nan allowed for non-applicable metrics such as a12 on diagonal systems
results/heston_cir/lev3_ewma_proxy.csv,rho_tensor_abs_error:nonnegative,PASS,0,relative/absolute errors must be nonnegative
results/phase_run_log.csv,read_csv,PASS,0,rows=115 cols=5
results/phase_run_log.csv,duplicate_full_rows,PASS,0,exact duplicate rows
results/phase_run_log.csv,allowed_missing_cells,PASS,0,blank/nan allowed for non-applicable metrics such as a12 on diagonal systems
results/psd_validity.csv,read_csv,PASS,0,rows=345 cols=13
results/psd_validity.csv,duplicate_full_rows,PASS,0,exact duplicate rows
results/psd_validity.csv,allowed_missing_cells,PASS,0,blank/nan allowed for non-applicable metrics such as a12 on diagonal systems
results/psd_validity.csv,psd_valid_pct:fraction_range,PASS,0,"must lie in [0,1]"
results/robustness_grid.csv,read_csv,PASS,0,rows=648 cols=20
results/robustness_grid.csv,duplicate_full_rows,PASS,0,exact duplicate rows
results/robustness_grid.csv,allowed_missing_cells,INFO,972,blank/nan allowed for non-applicable metrics such as a12 on diagonal systems
results/robustness_grid.csv,drift_rel_l2:nonnegative,PASS,0,relative/absolute errors must be nonnegative
results/robustness_grid.csv,diffusion_rel_l2:nonnegative,PASS,0,relative/absolute errors must be nonnegative
results/robustness_grid.csv,a12_cosine:cosine_range,PASS,0,"must lie in [-1,1]"
results/robustness_grid.csv,oracle_diffusion_rel_l2:nonnegative,PASS,0,relative/absolute errors must be nonnegative
results/robustness_grid.csv,oracle_a12_cosine:cosine_range,PASS,0,"must lie in [-1,1]"
results/robustness_grid.csv,psd_valid_pct:fraction_range,PASS,0,"must lie in [0,1]"
results/robustness_grid.csv,a12_sign_acc:fraction_range,PASS,0,"must lie in [0,1]"
results/scalar_reproduction/core1_systems_selftest.csv,read_csv,PASS,0,rows=23 cols=8
results/scalar_reproduction/core1_systems_selftest.csv,duplicate_full_rows,PASS,0,exact duplicate rows
results/scalar_reproduction/core1_systems_selftest.csv,allowed_missing_cells,PASS,0,blank/nan allowed for non-applicable metrics such as a12 on diagonal systems
results/scalar_reproduction/core3_bias_correction.csv,read_csv,PASS,0,rows=2 cols=5
results/scalar_reproduction/core3_bias_correction.csv,duplicate_full_rows,PASS,0,exact duplicate rows
results/scalar_reproduction/core3_bias_correction.csv,allowed_missing_cells,PASS,0,blank/nan allowed for non-applicable metrics such as a12 on diagonal systems
results/scalar_reproduction/core3_bias_correction.csv,diffusion_rel_l2:nonnegative,PASS,0,relative/absolute errors must be nonnegative
results/scalar_reproduction/core3_bias_correction.csv,drift_rel_l2:nonnegative,PASS,0,relative/absolute errors must be nonnegative
results/simulation_statistics.csv,read_csv,PASS,0,rows=820 cols=11
results/simulation_statistics.csv,duplicate_full_rows,PASS,0,exact duplicate rows
results/simulation_statistics.csv,allowed_missing_cells,PASS,0,blank/nan allowed for non-applicable metrics such as a12 on diagonal systems
results/support_recovery.csv,read_csv,PASS,0,rows=515 cols=13
results/support_recovery.csv,duplicate_full_rows,PASS,0,exact duplicate rows
results/support_recovery.csv,allowed_missing_cells,PASS,0,blank/nan allowed for non-applicable metrics such as a12 on diagonal systems
results/v4/factorial.csv,read_csv,PASS,0,rows=17664 cols=66
results/v4/factorial.csv,duplicate_full_rows,PASS,0,exact duplicate rows
results/v4/factorial.csv,allowed_missing_cells,INFO,153019,blank/nan allowed for non-applicable metrics such as a12 on diagonal systems
results/v4/factorial.csv,drift_rel_l2:nonnegative,PASS,0,relative/absolute errors must be nonnegative
results/v4/factorial.csv,diffusion_rel_l2:nonnegative,PASS,0,relative/absolute errors must be nonnegative
results/v4/factorial.csv,b1_rel_l2:nonnegative,PASS,0,relative/absolute errors must be nonnegative
results/v4/factorial.csv,b2_rel_l2:nonnegative,PASS,0,relative/absolute errors must be nonnegative
results/v4/factorial.csv,a11_rel_l2:nonnegative,PASS,0,relative/absolute errors must be nonnegative
results/v4/factorial.csv,a22_rel_l2:nonnegative,PASS,0,relative/absolute errors must be nonnegative
results/v4/factorial.csv,a12_rel_l2:nonnegative,PASS,0,relative/absolute errors must be nonnegative
results/v4/factorial.csv,a12_cosine:cosine_range,PASS,0,"must lie in [-1,1]"
results/v4/factorial.csv,a12_sign_acc:fraction_range,PASS,0,"must lie in [0,1]"
results/v4/factorial.csv,psd_valid_pct:fraction_range,PASS,0,"must lie in [0,1]"
results/v4/factorial.csv,oracle_drift_rel_l2:nonnegative,PASS,0,relative/absolute errors must be nonnegative
results/v4/factorial.csv,oracle_diffusion_rel_l2:nonnegative,PASS,0,relative/absolute errors must be nonnegative
results/v4/factorial.csv,oracle_a12_rel_l2:nonnegative,PASS,0,relative/absolute errors must be nonnegative
results/v4/factorial.csv,oracle_a12_cosine:cosine_range,PASS,0,"must lie in [-1,1]"
results/v4/factorial.csv,cond_design:rank_deficient_infinite,INFO,3072,"infinite condition number records rank-deficient design diagnostics, not a finite metric"
results/v4/greedy.csv,read_csv,PASS,0,rows=4485 cols=66
results/v4/greedy.csv,duplicate_full_rows,PASS,0,exact duplicate rows
results/v4/greedy.csv,allowed_missing_cells,INFO,38129,blank/nan allowed for non-applicable metrics such as a12 on diagonal systems
results/v4/greedy.csv,drift_rel_l2:nonnegative,PASS,0,relative/absolute errors must be nonnegative
results/v4/greedy.csv,diffusion_rel_l2:nonnegative,PASS,0,relative/absolute errors must be nonnegative
results/v4/greedy.csv,b1_rel_l2:nonnegative,PASS,0,relative/absolute errors must be nonnegative
results/v4/greedy.csv,b2_rel_l2:nonnegative,PASS,0,relative/absolute errors must be nonnegative
results/v4/greedy.csv,a11_rel_l2:nonnegative,PASS,0,relative/absolute errors must be nonnegative
results/v4/greedy.csv,a22_rel_l2:nonnegative,PASS,0,relative/absolute errors must be nonnegative
results/v4/greedy.csv,a12_rel_l2:nonnegative,PASS,0,relative/absolute errors must be nonnegative
results/v4/greedy.csv,a12_cosine:cosine_range,PASS,0,"must lie in [-1,1]"
results/v4/greedy.csv,a12_sign_acc:fraction_range,PASS,0,"must lie in [0,1]"
results/v4/greedy.csv,psd_valid_pct:fraction_range,PASS,0,"must lie in [0,1]"
results/v4/greedy.csv,oracle_drift_rel_l2:nonnegative,PASS,0,relative/absolute errors must be nonnegative
results/v4/greedy.csv,oracle_diffusion_rel_l2:nonnegative,PASS,0,relative/absolute errors must be nonnegative
results/v4/greedy.csv,oracle_a12_rel_l2:nonnegative,PASS,0,relative/absolute errors must be nonnegative
results/v4/greedy.csv,oracle_a12_cosine:cosine_range,PASS,0,"must lie in [-1,1]"
results/v4/greedy.csv,cond_design:rank_deficient_infinite,INFO,780,"infinite condition number records rank-deficient design diagnostics, not a finite metric"
results/v4/leaderboard.csv,read_csv,PASS,0,rows=719 cols=14
results/v4/leaderboard.csv,duplicate_full_rows,PASS,0,exact duplicate rows
results/v4/leaderboard.csv,allowed_missing_cells,PASS,0,blank/nan allowed for non-applicable metrics such as a12 on diagonal systems
results/v4/leaderboard.csv,median_drift_rel_l2:nonnegative,PASS,0,relative/absolute errors must be nonnegative
results/v4/leaderboard.csv,median_diffusion_rel_l2:nonnegative,PASS,0,relative/absolute errors must be nonnegative
results/v4/leaderboard.csv,median_psd_valid_pct:fraction_range,PASS,0,"must lie in [0,1]"
results/v4/ofat_screening.csv,read_csv,PASS,0,rows=846 cols=66
results/v4/ofat_screening.csv,duplicate_full_rows,PASS,0,exact duplicate rows
results/v4/ofat_screening.csv,allowed_missing_cells,INFO,5943,blank/nan allowed for non-applicable metrics such as a12 on diagonal systems
results/v4/ofat_screening.csv,drift_rel_l2:nonnegative,PASS,0,relative/absolute errors must be nonnegative
results/v4/ofat_screening.csv,diffusion_rel_l2:nonnegative,PASS,0,relative/absolute errors must be nonnegative
results/v4/ofat_screening.csv,b1_rel_l2:nonnegative,PASS,0,relative/absolute errors must be nonnegative
results/v4/ofat_screening.csv,b2_rel_l2:nonnegative,PASS,0,relative/absolute errors must be nonnegative
results/v4/ofat_screening.csv,a11_rel_l2:nonnegative,PASS,0,relative/absolute errors must be nonnegative
results/v4/ofat_screening.csv,a22_rel_l2:nonnegative,PASS,0,relative/absolute errors must be nonnegative
results/v4/ofat_screening.csv,a12_rel_l2:nonnegative,PASS,0,relative/absolute errors must be nonnegative
results/v4/ofat_screening.csv,a12_cosine:cosine_range,PASS,0,"must lie in [-1,1]"
results/v4/ofat_screening.csv,a12_sign_acc:fraction_range,PASS,0,"must lie in [0,1]"
results/v4/ofat_screening.csv,psd_valid_pct:fraction_range,PASS,0,"must lie in [0,1]"
results/v4/ofat_screening.csv,oracle_drift_rel_l2:nonnegative,PASS,0,relative/absolute errors must be nonnegative
results/v4/ofat_screening.csv,oracle_diffusion_rel_l2:nonnegative,PASS,0,relative/absolute errors must be nonnegative
results/v4/ofat_screening.csv,oracle_a12_rel_l2:nonnegative,PASS,0,relative/absolute errors must be nonnegative
results/v4/ofat_screening.csv,oracle_a12_cosine:cosine_range,PASS,0,"must lie in [-1,1]"
results/v4/per_system_best.csv,read_csv,PASS,0,rows=552 cols=66
results/v4/per_system_best.csv,duplicate_full_rows,PASS,0,exact duplicate rows
results/v4/per_system_best.csv,allowed_missing_cells,INFO,4648,blank/nan allowed for non-applicable metrics such as a12 on diagonal systems
results/v4/per_system_best.csv,drift_rel_l2:nonnegative,PASS,0,relative/absolute errors must be nonnegative
results/v4/per_system_best.csv,diffusion_rel_l2:nonnegative,PASS,0,relative/absolute errors must be nonnegative
results/v4/per_system_best.csv,b1_rel_l2:nonnegative,PASS,0,relative/absolute errors must be nonnegative
results/v4/per_system_best.csv,b2_rel_l2:nonnegative,PASS,0,relative/absolute errors must be nonnegative
results/v4/per_system_best.csv,a11_rel_l2:nonnegative,PASS,0,relative/absolute errors must be nonnegative
results/v4/per_system_best.csv,a22_rel_l2:nonnegative,PASS,0,relative/absolute errors must be nonnegative
results/v4/per_system_best.csv,a12_rel_l2:nonnegative,PASS,0,relative/absolute errors must be nonnegative
results/v4/per_system_best.csv,a12_cosine:cosine_range,PASS,0,"must lie in [-1,1]"
results/v4/per_system_best.csv,a12_sign_acc:fraction_range,PASS,0,"must lie in [0,1]"
results/v4/per_system_best.csv,psd_valid_pct:fraction_range,PASS,0,"must lie in [0,1]"
results/v4/per_system_best.csv,oracle_drift_rel_l2:nonnegative,PASS,0,relative/absolute errors must be nonnegative
results/v4/per_system_best.csv,oracle_diffusion_rel_l2:nonnegative,PASS,0,relative/absolute errors must be nonnegative
results/v4/per_system_best.csv,oracle_a12_rel_l2:nonnegative,PASS,0,relative/absolute errors must be nonnegative
results/v4/per_system_best.csv,oracle_a12_cosine:cosine_range,PASS,0,"must lie in [-1,1]"
results/v4/per_system_best.csv,cond_design:rank_deficient_infinite,INFO,96,"infinite condition number records rank-deficient design diagnostics, not a finite metric"
results/v4/run_log.csv,read_csv,PASS,0,rows=1 cols=8
results/v4/run_log.csv,duplicate_full_rows,PASS,0,exact duplicate rows
results/v4/run_log.csv,allowed_missing_cells,PASS,0,blank/nan allowed for non-applicable metrics such as a12 on diagonal systems
results/v4/stage0_baseline.csv,read_csv,PASS,0,rows=115 cols=66
results/v4/stage0_baseline.csv,duplicate_full_rows,PASS,0,exact duplicate rows
results/v4/stage0_baseline.csv,allowed_missing_cells,INFO,975,blank/nan allowed for non-applicable metrics such as a12 on diagonal systems
results/v4/stage0_baseline.csv,drift_rel_l2:nonnegative,PASS,0,relative/absolute errors must be nonnegative
results/v4/stage0_baseline.csv,diffusion_rel_l2:nonnegative,PASS,0,relative/absolute errors must be nonnegative
results/v4/stage0_baseline.csv,b1_rel_l2:nonnegative,PASS,0,relative/absolute errors must be nonnegative
results/v4/stage0_baseline.csv,b2_rel_l2:nonnegative,PASS,0,relative/absolute errors must be nonnegative
results/v4/stage0_baseline.csv,a11_rel_l2:nonnegative,PASS,0,relative/absolute errors must be nonnegative
results/v4/stage0_baseline.csv,a22_rel_l2:nonnegative,PASS,0,relative/absolute errors must be nonnegative
results/v4/stage0_baseline.csv,a12_rel_l2:nonnegative,PASS,0,relative/absolute errors must be nonnegative
results/v4/stage0_baseline.csv,a12_cosine:cosine_range,PASS,0,"must lie in [-1,1]"
results/v4/stage0_baseline.csv,a12_sign_acc:fraction_range,PASS,0,"must lie in [0,1]"
results/v4/stage0_baseline.csv,psd_valid_pct:fraction_range,PASS,0,"must lie in [0,1]"
results/v4/stage0_baseline.csv,oracle_drift_rel_l2:nonnegative,PASS,0,relative/absolute errors must be nonnegative
results/v4/stage0_baseline.csv,oracle_diffusion_rel_l2:nonnegative,PASS,0,relative/absolute errors must be nonnegative
results/v4/stage0_baseline.csv,oracle_a12_rel_l2:nonnegative,PASS,0,relative/absolute errors must be nonnegative
results/v4/stage0_baseline.csv,oracle_a12_cosine:cosine_range,PASS,0,"must lie in [-1,1]"
results/v4/stage0_baseline.csv,cond_design:rank_deficient_infinite,INFO,20,"infinite condition number records rank-deficient design diagnostics, not a finite metric"
results/v4/variant_catalog.csv,read_csv,PASS,0,rows=123 cols=25
results/v4/variant_catalog.csv,duplicate_full_rows,PASS,0,exact duplicate rows
results/v4/variant_catalog.csv,allowed_missing_cells,INFO,170,blank/nan allowed for non-applicable metrics such as a12 on diagonal systems
results/v5/factorial.csv,read_csv,PASS,0,rows=18515 cols=79
results/v5/factorial.csv,duplicate_full_rows,PASS,0,exact duplicate rows
results/v5/factorial.csv,allowed_missing_cells,INFO,179820,blank/nan allowed for non-applicable metrics such as a12 on diagonal systems
results/v5/factorial.csv,drift_rel_l2:nonnegative,PASS,0,relative/absolute errors must be nonnegative
results/v5/factorial.csv,diffusion_rel_l2:nonnegative,PASS,0,relative/absolute errors must be nonnegative
results/v5/factorial.csv,b1_rel_l2:nonnegative,PASS,0,relative/absolute errors must be nonnegative
results/v5/factorial.csv,b2_rel_l2:nonnegative,PASS,0,relative/absolute errors must be nonnegative
results/v5/factorial.csv,a11_rel_l2:nonnegative,PASS,0,relative/absolute errors must be nonnegative
results/v5/factorial.csv,a22_rel_l2:nonnegative,PASS,0,relative/absolute errors must be nonnegative
results/v5/factorial.csv,a12_rel_l2:nonnegative,PASS,0,relative/absolute errors must be nonnegative
results/v5/factorial.csv,a12_cosine:cosine_range,PASS,0,"must lie in [-1,1]"
results/v5/factorial.csv,a12_sign_acc:fraction_range,PASS,0,"must lie in [0,1]"
results/v5/factorial.csv,psd_valid_pct:fraction_range,PASS,0,"must lie in [0,1]"
results/v5/factorial.csv,oracle_drift_rel_l2:nonnegative,PASS,0,relative/absolute errors must be nonnegative
results/v5/factorial.csv,oracle_diffusion_rel_l2:nonnegative,PASS,0,relative/absolute errors must be nonnegative
results/v5/factorial.csv,oracle_a12_rel_l2:nonnegative,PASS,0,relative/absolute errors must be nonnegative
results/v5/factorial.csv,oracle_a12_cosine:cosine_range,PASS,0,"must lie in [-1,1]"
results/v5/factorial.csv,cond_design:rank_deficient_infinite,INFO,3220,"infinite condition number records rank-deficient design diagnostics, not a finite metric"
results/v5/global_default.csv,read_csv,PASS,0,rows=1 cols=7
results/v5/global_default.csv,duplicate_full_rows,PASS,0,exact duplicate rows
results/v5/global_default.csv,allowed_missing_cells,PASS,0,blank/nan allowed for non-applicable metrics such as a12 on diagonal systems
results/v5/graft_ablation.csv,read_csv,PASS,0,rows=90 cols=11
results/v5/graft_ablation.csv,duplicate_full_rows,PASS,0,exact duplicate rows
results/v5/graft_ablation.csv,allowed_missing_cells,INFO,438,blank/nan allowed for non-applicable metrics such as a12 on diagonal systems
results/v5/greedy.csv,read_csv,PASS,0,rows=8280 cols=79
results/v5/greedy.csv,duplicate_full_rows,PASS,0,exact duplicate rows
results/v5/greedy.csv,allowed_missing_cells,INFO,78631,blank/nan allowed for non-applicable metrics such as a12 on diagonal systems
results/v5/greedy.csv,drift_rel_l2:nonnegative,PASS,0,relative/absolute errors must be nonnegative
results/v5/greedy.csv,diffusion_rel_l2:nonnegative,PASS,0,relative/absolute errors must be nonnegative
results/v5/greedy.csv,b1_rel_l2:nonnegative,PASS,0,relative/absolute errors must be nonnegative
results/v5/greedy.csv,b2_rel_l2:nonnegative,PASS,0,relative/absolute errors must be nonnegative
results/v5/greedy.csv,a11_rel_l2:nonnegative,PASS,0,relative/absolute errors must be nonnegative
results/v5/greedy.csv,a22_rel_l2:nonnegative,PASS,0,relative/absolute errors must be nonnegative
results/v5/greedy.csv,a12_rel_l2:nonnegative,PASS,0,relative/absolute errors must be nonnegative
results/v5/greedy.csv,a12_cosine:cosine_range,PASS,0,"must lie in [-1,1]"
results/v5/greedy.csv,a12_sign_acc:fraction_range,PASS,0,"must lie in [0,1]"
results/v5/greedy.csv,psd_valid_pct:fraction_range,PASS,0,"must lie in [0,1]"
results/v5/greedy.csv,oracle_drift_rel_l2:nonnegative,PASS,0,relative/absolute errors must be nonnegative
results/v5/greedy.csv,oracle_diffusion_rel_l2:nonnegative,PASS,0,relative/absolute errors must be nonnegative
results/v5/greedy.csv,oracle_a12_rel_l2:nonnegative,PASS,0,relative/absolute errors must be nonnegative
results/v5/greedy.csv,oracle_a12_cosine:cosine_range,PASS,0,"must lie in [-1,1]"
results/v5/greedy.csv,cond_design:rank_deficient_infinite,INFO,1440,"infinite condition number records rank-deficient design diagnostics, not a finite metric"
results/v5/leaderboard.csv,read_csv,PASS,0,rows=617 cols=17
results/v5/leaderboard.csv,duplicate_full_rows,PASS,0,exact duplicate rows
results/v5/leaderboard.csv,allowed_missing_cells,PASS,0,blank/nan allowed for non-applicable metrics such as a12 on diagonal systems
results/v5/leaderboard.csv,median_drift_rel_l2:nonnegative,PASS,0,relative/absolute errors must be nonnegative
results/v5/leaderboard.csv,median_diffusion_rel_l2:nonnegative,PASS,0,relative/absolute errors must be nonnegative
results/v5/leaderboard.csv,median_psd_valid_pct:fraction_range,PASS,0,"must lie in [0,1]"
results/v5/ofat_screening.csv,read_csv,PASS,0,rows=3400 cols=79
results/v5/ofat_screening.csv,duplicate_full_rows,PASS,0,exact duplicate rows
results/v5/ofat_screening.csv,allowed_missing_cells,INFO,27836,blank/nan allowed for non-applicable metrics such as a12 on diagonal systems
results/v5/ofat_screening.csv,drift_rel_l2:nonnegative,PASS,0,relative/absolute errors must be nonnegative
results/v5/ofat_screening.csv,diffusion_rel_l2:nonnegative,PASS,0,relative/absolute errors must be nonnegative
results/v5/ofat_screening.csv,b1_rel_l2:nonnegative,PASS,0,relative/absolute errors must be nonnegative
results/v5/ofat_screening.csv,b2_rel_l2:nonnegative,PASS,0,relative/absolute errors must be nonnegative
results/v5/ofat_screening.csv,a11_rel_l2:nonnegative,PASS,0,relative/absolute errors must be nonnegative
results/v5/ofat_screening.csv,a22_rel_l2:nonnegative,PASS,0,relative/absolute errors must be nonnegative
results/v5/ofat_screening.csv,a12_rel_l2:nonnegative,PASS,0,relative/absolute errors must be nonnegative
results/v5/ofat_screening.csv,a12_cosine:cosine_range,PASS,0,"must lie in [-1,1]"
